Cbias,credibility,domain,name,questionable,reporting,url,facebook,popularity,twitter
fake-news,low-credibility,lehightimes.com,Lehigh Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lehigh-times-bias/,,,
fake-news,low-credibility,lenta.ru,Lenta.ru,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/lenta-ru-bias/,,,
conspiracy-pseudoscience,low-credibility,lesmoutonsrebelles.com,Les Moutons Rebelles,[],very-low,https://mediabiasfactcheck.com/les-moutons-rebelles-the-rebel-sheep-bias/,,,
fake-news,low-credibility,lewistontimes.com,Lewiston Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lewiston-times-bias/,,,
fake-news,low-credibility,lewrockwell.com,Lew Rockwell,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks']",low,https://mediabiasfactcheck.com/lew-rockwell/,LewRockwell,84,lewrockwell
fake-news,low-credibility,liberalplug.com,Liberal Plug,[],low,https://mediabiasfactcheck.com/liberal-plug/,,19,
fake-news,low-credibility,liberalsociety.com,Liberal Society,[],low,https://mediabiasfactcheck.com/liberal-society/,,22,
fake-news,low-credibility,liberalspeak.com,Liberal Speak,[],mixed,https://mediabiasfactcheck.com/liberal-speak/,,21,
fake-news,low-credibility,liberty-courier.com,Liberty Courier,[],low,https://mediabiasfactcheck.com/liberty-courier/,,8,
conspiracy-pseudoscience,low-credibility,liberty.news,Liberty.News,[],very-low,https://mediabiasfactcheck.com/liberty-news-2/,,37,
fake-news,low-credibility,libertyalliance.com,Liberty Alliance,[],mixed,https://mediabiasfactcheck.com/liberty-alliance/,,35,
fake-news,low-credibility,libertybell.com,Liberty Bell,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims']",low,https://mediabiasfactcheck.com/liberty-bell/,,,
fake-news,low-credibility,libertybrief.com,Liberty Brief,[],low,https://mediabiasfactcheck.com/liberty-brief/,,5,
fake-news,low-credibility,libertyhangout.org,Liberty Hangout,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/liberty-hangout/,LibertyHangout,42,libertyhangout
fake-news,low-credibility,libertyisviral.com,Liberty is Viral,[],low,https://mediabiasfactcheck.com/liberty-is-viral/,,7,
fake-news,low-credibility,libertynews.com,Liberty News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/liberty-news/,libertymovement,45,
conspiracy-pseudoscience,low-credibility,libertyplanets.com,Liberty Planet,[],very-low,https://mediabiasfactcheck.com/liberty-planet-bias/,,,
fake-news,low-credibility,libertytalk.fm,LibertyTalk.fm,"['conspiracy', 'censorship', 'poor-sourcing', 'failed-fact-checks']",mixed,https://mediabiasfactcheck.com/libertytalk-fm/,,30,LT_FM
conspiracy-pseudoscience,low-credibility,libertyvideos.org,Liberty Videos,[],low,https://mediabiasfactcheck.com/liberty-videos/,,18,
fake-news,low-credibility,libertywire.net,Liberty Wire,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'hate', 'fake-news', 'imposter']",very-low,https://mediabiasfactcheck.com/liberty-wire-bias/,,,
fake-news,low-credibility,libertywritersnews.com,Liberty Writers News,[],very-low,https://mediabiasfactcheck.com/liberty-writers-news/,,37,
fake-news,low-credibility,libsoftiktok.com,Libs of TikTok,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate', 'fake-news']",low,https://mediabiasfactcheck.com/libs-of-tiktok-bias/,,,
conspiracy-pseudoscience,low-credibility,libtards.news,Libtards.News,[],very-low,https://mediabiasfactcheck.com/libtards-news/,,37,
fake-news,low-credibility,lickingtoday.com,Licking Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/licking-today-bias/,,,
conspiracy-pseudoscience,low-credibility,lifeadvancer.com,Life Advancer,[],mixed,https://mediabiasfactcheck.com/life-advancer-bias/,,,
fake-news,low-credibility,lifenews.com,Life News,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks']",low,https://mediabiasfactcheck.com/life-news/,LifeNews,65,
fake-news,low-credibility,lifesitenews.com,Life Site News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/life-site-news/,,77,
conspiracy-pseudoscience,low-credibility,lifespa.com,LifeSpa,[],low,https://mediabiasfactcheck.com/lifespa/,dr.douillard,54,JohnDouillard
fake-news,low-credibility,limareporter.com,Lima Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lima-reporter-bias/,,,
fake-news,low-credibility,lindelltv.com,Lindell TV,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks']",very-low,https://mediabiasfactcheck.com/lindell-tv/,,,
fake-news,low-credibility,litchfieldhillstoday.com,Litchfield Hills Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/litchfield-hills-today/,,,
fake-news,low-credibility,littleappletimes.com,Little Apple Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/little-apple-times-bias/,,,
conspiracy-pseudoscience,low-credibility,littlethings.com,LittleThings,[],mixed,https://mediabiasfactcheck.com/littlethings/,,,
conspiracy-pseudoscience,low-credibility,liveaction.org,Live Action,[],mixed,https://mediabiasfactcheck.com/live-action/,liveaction,69,liveaction
conspiracy-pseudoscience,low-credibility,livestrong.com,Livestrong.com,[],mixed,https://mediabiasfactcheck.com/livestrong-com/,livestrongcom,93,
conspiracy-pseudoscience,low-credibility,livingresistance.com,Living Resistance,[],mixed,https://mediabiasfactcheck.com/living-resistance/,,27,
fake-news,low-credibility,livingstontoday.com,Livingston Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/livingston-today-bias/,,,
conspiracy-pseudoscience,low-credibility,livingwhole.org,Living Whole,[],mixed,https://mediabiasfactcheck.com/living-whole/,LivingWhole.org,35,meglivingwhole
conspiracy-pseudoscience,low-credibility,londonreal.tv,London Real,[],low,https://mediabiasfactcheck.com/london-real-bias/,,,
fake-news,low-credibility,londonwebnews.com,London Web News,"['poor-sourcing', 'fake-news']",low,https://mediabiasfactcheck.com/london-web-news/,,24,londonwebnews
fake-news,low-credibility,loomered.com,Loomered.com,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate', 'fake-news']",low,https://mediabiasfactcheck.com/loomered-com-bias-and-credibility/,,,
fake-news,low-credibility,loonwatch.com,LoonWatch,[],low,https://mediabiasfactcheck.com/loonwatch/,LoonWatch,66,
fake-news,low-credibility,loraintimes.com,Lorain Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lorain-times-bias/,,,
fake-news,low-credibility,loser.com,Loser.com,[],mixed,https://mediabiasfactcheck.com/loser-com/,,53,
fake-news,low-credibility,louderwithcrowder.com,Louder with Crowder,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks']",mixed,https://mediabiasfactcheck.com/louder-with-crowder/,stevencrowderofficial,58,scrowder
fake-news,low-credibility,louisvillecitywire.com,Louisville City Wire,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/louisville-city-wire-bias/,,,
fake-news,low-credibility,lowedeltanews.com,Lowe Delta News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lowe-delta-news/,,3,
fake-news,low-credibility,lucianne.com,Lucianne.com,"['poor-sourcing', 'failed-fact-checks']",mixed,https://mediabiasfactcheck.com/lucianne-com/,,66,
fake-news,low-credibility,macombdigest.com,Macomb Digest,"['propaganda', 'plagiarism', 'pseudoscience', 'imposter']",mixed,https://mediabiasfactcheck.com/macomb-digest-bias/,,,
fake-news,low-credibility,macombtoday.com,Macomb Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/macomb-today-bias/,,,
fake-news,low-credibility,maconreport.com,Macon Report,"['propaganda', 'plagiarism', 'pseudoscience', 'imposter']",mixed,https://mediabiasfactcheck.com/macon-report-bias/,,,
fake-news,low-credibility,maconreporter.com,Macon Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/macon-reporter-bias/,,,
fake-news,low-credibility,macontimes.com,Macon Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/macon-times/,,,
conspiracy-pseudoscience,low-credibility,macroevolution.net,Macroevolution.net,[],low,https://mediabiasfactcheck.com/macroevolution-net-bias-and-credibility/,,,
fake-news,low-credibility,madamericannetwork.com,Mad American Network,[],low,https://mediabiasfactcheck.com/mad-american-network/,,11,
conspiracy-pseudoscience,low-credibility,madmaxworld.tv,MadMaxWorld.tv,[],very-low,https://mediabiasfactcheck.com/madmaxworld-tv-bias/,,,
fake-news,low-credibility,madworldnews.com,Mad World News,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/mad-world-news/,MadWorldNewsCorp,63,MadWorldNews
fake-news,low-credibility,maga2020.us,Zox (Maga2020.us),"['conspiracy', 'censorship', 'fake-news']",very-low,https://mediabiasfactcheck.com/zox-maga2020-us/,,5,
fake-news,low-credibility,magadailyreport.com,MAGA Daily Report,['poor-sourcing'],mixed,https://mediabiasfactcheck.com/maga-daily-report/,,20,
fake-news,low-credibility,magapac.com,Make America Great Again (MAGA Inc.),"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate', 'fake-news']",low,https://mediabiasfactcheck.com/make-america-great-again-inc-maga-inc-bias/,,,
fake-news,low-credibility,magapill.com,MagaPill,[],mixed,https://mediabiasfactcheck.com/magapill/,,51,
fake-news,low-credibility,magavoter.com,MAGAVoter.com,[],low,https://mediabiasfactcheck.com/magavoter-com/,,21,
fake-news,low-credibility,magicvalleytimes.com,Magic Valley Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/magic-valley-times/,,,
fake-news,low-credibility,magnoliastatenews.com,Magnolia State News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/magnolia-state-news-bias/,,,
fake-news,low-credibility,mainebusinessdaily.com,Maine Business Daily,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/maine-business-daily-bias/,,,
fake-news,low-credibility,mainehighlandsnews.com,Maine Highlands News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/maine-highlands-news-bias/,,,
fake-news,low-credibility,mainelakesnews.com,Maine Lakes News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/maine-lakes-news-bias/,,,
fake-news,low-credibility,mainstreamfakemedia.com,Mainstream Fake Media,['poor-sourcing'],low,https://mediabiasfactcheck.com/mainstream-fake-media-bias/,,,
conspiracy-pseudoscience,low-credibility,maloneinstitute.org,Malone Institute,[],low,https://mediabiasfactcheck.com/malone-institute-bias/,,,
fake-news,low-credibility,manateereview.com,Manatee Review,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/manatee-review/,,,
fake-news,low-credibility,manilabusinessdaily.com,Manila Business Daily,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/manila-business-daily-bias/,,,
fake-news,low-credibility,mansfieldtimes.com,Mansfield Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/mansfield-times-bias/,,,
fake-news,low-credibility,marinleader.com,Marin Leader,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/marin-leader/,,4,
fake-news,low-credibility,marionmorrowtimes.com,Marion-Morrow Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/marion-morrow-times-bias/,,,
fake-news,low-credibility,martinlutherking.org,MartinLutherKing.org,[],very-low,https://mediabiasfactcheck.com/martinlutherking-org/,,45,
fake-news,low-credibility,matsutimes.com,Mat-Su Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/mat-su-times/,,2,
fake-news,low-credibility,mauireporter.com,Maui Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/maui-reporter/,,,
fake-news,low-credibility,mbganews.com,MBGA - Make Britain Great Again,[],low,https://mediabiasfactcheck.com/mbga-make-britain-great/,redpillfactory,13,
fake-news,low-credibility,mchenrytimes.com,McHenry Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/mchenry-times/,,,
fake-news,low-credibility,mcleancountytimes.com,McLean County Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/mclean-county-times/,,,
fake-news,low-credibility,mdstatewire.com,Maryland State Wire,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/maryland-state-wire-bias/,,,
fake-news,low-credibility,mecklenburgherald.com,Mecklenburg Herald,"['propaganda', 'plagiarism', 'pseudoscience', 'imposter']",mixed,https://mediabiasfactcheck.com/mecklenburg-herald-bias/,,,
fake-news,low-credibility,mediabuzz.org,MediaBuzz.org,"['poor-sourcing', 'fake-news', 'imposter']",low,https://mediabiasfactcheck.com/mediabuzz-org-bias/,,,
conspiracy-pseudoscience,low-credibility,mediafactwatch.com,Media Fact Watch,[],very-low,https://mediabiasfactcheck.com/media-fact-watch/,,36,
conspiracy-pseudoscience,low-credibility,mediaroots.org,Media Roots,[],mixed,https://mediabiasfactcheck.com/media-roots/,MediaRootsNews,48,mediarootsnews
fake-news,low-credibility,mediazone.news,Media Zone,[],low,https://mediabiasfactcheck.com/media-zone/,grandpx.news,9,
conspiracy-pseudoscience,low-credibility,medicalcensorship.com,Medical Censorship News,[],very-low,https://mediabiasfactcheck.com/medical-censorship-news-bias/,,,
conspiracy-pseudoscience,low-credibility,medicaldaily.com,Medical Daily,[],mixed,https://mediabiasfactcheck.com/medical-daily/,MedicalDaily,81,medicaldaily
conspiracy-pseudoscience,low-credibility,medicalkidnap.com,Medical Kidnap,[],very-low,https://mediabiasfactcheck.com/medical-kidnap/,,,
conspiracy-pseudoscience,low-credibility,medicalmedium.com,Medical Medium,[],low,https://mediabiasfactcheck.com/medical-medium/,,43,
conspiracy-pseudoscience,low-credibility,medicaltyranny.com,MedicalTyranny,[],very-low,https://mediabiasfactcheck.com/medicaltyranny-bias/,,,
conspiracy-pseudoscience,low-credibility,medicine.news,Medicine News,[],low,https://mediabiasfactcheck.com/medicine-news/,,38,
fake-news,low-credibility,medinatoday.com,Medina Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/medina-today-bias/,,,
conspiracy-pseudoscience,low-credibility,medusamagazine.com,Medusa Magazine,[],mixed,https://mediabiasfactcheck.com/medusa-magazine/,Medusa,45,
fake-news,low-credibility,meforum.org,Middle East Forum,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/middle-east-forum/,Middle.East.Forum,71,meforum
fake-news,low-credibility,memri.org,Middle East Media Research Institute (Memri),"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks']",mixed,https://mediabiasfactcheck.com/middle-east-media-research-institute-memri/,The-Middle-East-Media-Research-Institute-MEMRI,79,MEMRIReports
fake-news,low-credibility,mena.org.eg/en,Middle East News Agency (MENA),"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing']",mixed,https://mediabiasfactcheck.com/middle-east-news-agency-mena-bias/,,,
fake-news,low-credibility,mercedtimes.com,Merced Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/merced-times/,,4,
fake-news,low-credibility,mercertimes.com,Mercer Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/mercer-times-bias/,,,
conspiracy-pseudoscience,low-credibility,mercola.com,Mercola,[],low,https://mediabiasfactcheck.com/mercola/,doctor.health,93,mercola
fake-news,low-credibility,merrimackvalleynews.com,Merrimack Valley News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/merrimack-valley-news-bias/,,,
fake-news,low-credibility,mesatimes.com,Mesa Times,"['propaganda', 'plagiarism', 'pseudoscience', 'imposter']",mixed,https://mediabiasfactcheck.com/mesa-times-bias/,,,
fake-news,low-credibility,metricmedianews.com,Metric Media,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/metric-media/,,17,
fake-news,low-credibility,metroeastsun.com,Metro East Sun,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/metro-east-sun/,,,
